place_id,name,address,phone,rating,review_count,price_level,types,website,latitude,longitude,business_status,source,source_location,source_query,fetched_at,city,state,high_demand_category,review_volume,is_affordable,high_rating,urban_location,on_ubereats,on_grubhub,vertical,lead_score,score_breakdown,priority,contact_by_date,expected_conversion_prob
ChIJPaM07xN8j4ARXc2O2mr6-ag,Primo Pizza,"7027 Mission St, Daly City, CA 94014, USA",(650) 991-7100,4.2,246,1,"establishment,food,meal_takeaway,point_of_interest,restaurant",http://www.primopizzasf.com/,37.6953798,-122.4643665,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T02:09:26.445991,San Francisco,CA,False,Medium,True,True,True,True,False,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJKUfC29-BhYARU9YtRGpZZ5s,Yummy Pizza (Ofarrell),"709 O'Farrell St, San Francisco, CA 94109, USA",(415) 409-6783,4.5,135,2,"establishment,food,meal_takeaway,point_of_interest,restaurant",https://order.online/business/yummy-pizza-11078879,37.7852411,-122.4166369,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T02:09:26.714857,San Francisco,CA,False,Low,True,True,True,False,False,restaurants,45,"{'Review Volume': 10, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Low,2026-02-27,0.16999999999999998
ChIJDbudpy98hYARBRu1gsKfwGk,Artichoke Basille's Pizza,"2590 Durant Ave, Berkeley, CA 94704, USA",(510) 705-1266,4.5,1134,2,"establishment,food,point_of_interest,restaurant",http://www.artichokepizza.com/,37.8679361,-122.2568562,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T02:09:26.987842,San Francisco,CA,False,High,True,True,True,False,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
ChIJZR0NioN9j4ARO3lIbz2ZCvI,Mountain Mike's Pizza,"35 Skyline Plaza, Daly City, CA 94015, USA",(650) 993-4668,4.4,188,2,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",https://www.mountainmikespizza.com/locations/daly-city-skyline/,37.6826503,-122.4877813,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T02:09:27.361908,San Francisco,CA,False,Low,True,True,True,True,True,restaurants,70,"{'Competitor Platform': 25, 'Review Volume': 10, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Medium,2026-02-11,0.32
ChIJaXeXutd_hYARAe-W0k1gJ7U,Pizza Amigos,"5000 Adeline St, Emeryville, CA 94608, USA",(510) 652-3333,3.9,329,2,"establishment,food,point_of_interest,restaurant",http://pizzaamigosemeryville.com/?utm_source=gbp,37.8366464,-122.2759825,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T02:09:27.723534,San Francisco,CA,False,Medium,True,False,True,True,True,restaurants,65,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'Affordable Price': 10}",Medium,2026-02-11,0.35000000000000003
ChIJ7ymBV4SAhYARgSD86TcaTyQ,Halal Modena pizza,"32 6th St, San Francisco, CA 94103, USA",(415) 431-1999,4.1,332,2,"establishment,food,point_of_interest,restaurant,store",https://halalmodenapizza.com/?utm_source=google,37.78163199999999,-122.4097583,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T02:09:28.022420,San Francisco,CA,False,Medium,True,True,True,True,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJYdYrAeF9hYARXSv17bySojU,Pizzaiolo,"5008 Telegraph Ave, Oakland, CA 94609, USA",(510) 652-4888,4.5,849,2,"bakery,bar,establishment,food,liquor_store,meal_takeaway,point_of_interest,restaurant,store",http://www.pizzaiolooakland.com/,37.8366167,-122.2622639,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T02:09:28.254520,San Francisco,CA,False,High,True,True,True,True,False,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJS_vu2_Sjj4ARBPbjEHLkE1Q,La Quinta Pizza,"151 Fifth Ave STE B, Redwood City, CA 94063, USA",(650) 505-6722,4.7,194,1,"establishment,food,point_of_interest,restaurant",http://www.laquintapizza.com/,37.4694384,-122.2073944,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T02:09:28.531501,San Francisco,CA,False,Low,True,True,True,False,True,restaurants,70,"{'Competitor Platform': 25, 'Review Volume': 10, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Medium,2026-02-11,0.16999999999999998
ChIJAXvFTcyBhYAR-X-LthJM9Vg,The Good Life Pizza,"3157 Fillmore St, San Francisco, CA 94123, USA",(415) 875-9015,4.5,304,2,"establishment,food,point_of_interest,restaurant",http://thegoodlifepizza.com/,37.79872599999999,-122.436039,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T02:09:28.800329,San Francisco,CA,False,Medium,True,True,True,False,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
ChIJHahjtZSAhYARa0JGyRh9vnk,Nobhill Pizza & Shawarma,"1534 California St, San Francisco, CA 94109, USA",(415) 775-2525,4.3,486,1,"establishment,food,point_of_interest,restaurant,store",https://nobhillpizzashawarma.com/?utm_source=google,37.7908547,-122.4197246,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T02:09:29.074940,San Francisco,CA,False,Medium,True,True,True,False,False,restaurants,50,"{'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Low,2026-02-27,0.25
