place_id,name,address,phone,rating,review_count,price_level,types,website,latitude,longitude,business_status,source,source_location,source_query,fetched_at,city,state,high_demand_category,review_volume,is_affordable,high_rating,urban_location,on_ubereats,on_grubhub,vertical,lead_score,score_breakdown,priority,contact_by_date,expected_conversion_prob
ChIJmx3iW_GAhYARrlV9H2vyE-E,Golden Boy Pizza,"542 Green St, San Francisco, CA 94133, USA",(415) 982-9738,4.7,4769,1,"establishment,food,point_of_interest,restaurant",http://www.goldenboypizza.com/,37.7997625,-122.4080927,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:43:24.064229,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJo3CA8_OAhYARhhs-L5RKHF4,Il Casaro Pizzeria,"348 Columbus Ave, San Francisco, CA 94133, USA",(415) 677-9455,4.6,2401,2,"establishment,food,point_of_interest,restaurant",https://www.ilcasaropizzeria.com/,37.7984717,-122.4073281,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:43:24.431635,San Francisco,CA,False,High,True,True,True,False,False,restaurants,55,"{'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Medium,2026-02-11,0.25
ChIJX8bJu7l_j4ARy29utVyaOLM,Long Bridge Pizza Company,"2347 3rd St, San Francisco, CA 94107, USA",(415) 829-8999,4.6,1149,2,"establishment,food,point_of_interest,restaurant",http://www.longbridgepizza.com/,37.7594917,-122.3881833,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:43:24.837328,San Francisco,CA,False,High,True,True,True,False,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
ChIJ4zlZM8aAhYARRTqiavm0Xcs,Pizzeria Delfina,"2406 California St, San Francisco, CA 94115, USA",(415) 440-1189,4.4,923,2,"establishment,food,point_of_interest,restaurant",https://www.pizzeriadelfina.com/location/pacific-heights/,37.7889721,-122.4343201,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:43:25.142118,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJHXHcEvGAhYARQPuHNN78s78,Tony's Pizza Napoletana,"1570 Stockton St, San Francisco, CA 94133, USA",(415) 835-9888,4.5,9777,2,"establishment,food,point_of_interest,restaurant",http://tonyspizzanapoletana.com/,37.8003815,-122.4090457,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:43:25.457953,San Francisco,CA,False,High,True,True,True,True,True,restaurants,80,"{'Competitor Platform': 25, 'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJP8t6DXx9j4AROzp2mE-0NVE,Little Original Joe's,"393 W Portal Ave, San Francisco, CA 94127, USA",(415) 759-1155,4.6,540,2,"establishment,food,grocery_or_supermarket,point_of_interest,restaurant,store",http://www.littleoriginaljoes.com/,37.7365752,-122.4703196,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:43:25.885954,San Francisco,CA,True,High,True,True,True,True,False,restaurants,100,"{'Competitor Platform': 25, 'Review Volume': 20, 'High Demand Category': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Critical,2026-01-31,0.5
ChIJJwTDkk2Pj4AR-RdShJTTRXE,Slice House by Tony Gemignani,"135 Parrott St, San Leandro, CA 94577, USA",(510) 281-0725,4.4,421,2,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",https://slicehouse.com/,37.7220987,-122.1535334,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:43:26.203486,San Francisco,CA,False,Medium,True,True,True,True,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.4
ChIJk772Tbafj4ARBkP3uQ9BPIU,Slice House by Tony Gemignani,"1000 El Camino Real C, Belmont, CA 94002, USA",(650) 394-4118,4.5,300,1,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",http://slicehouse.com/,37.5198889,-122.275825,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:43:26.530350,San Francisco,CA,False,Medium,True,True,True,False,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
ChIJCS_HTDq7j4ARskXdL5usfsU,Pizzeria Delfina - Palo Alto,"651 Emerson St, Palo Alto, CA 94301, USA",(650) 353-2208,4.4,1489,2,"bar,establishment,food,point_of_interest,restaurant",https://www.pizzeriadelfina.com/location/palo-alto/,37.4434222,-122.1604222,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:43:27.080932,San Francisco,CA,False,High,True,True,True,False,False,restaurants,55,"{'Review Volume': 20, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",Medium,2026-02-11,0.25
ChIJUdK79txhhYAR1HzbPgpKYIg,panCoast Pizza,"1516 S Main St, Walnut Creek, CA 94596, USA",(925) 954-1178,4.5,467,2,"establishment,food,meal_delivery,point_of_interest,restaurant",http://pancoastpizza.com/,37.8902065,-122.0572641,OPERATIONAL,google_places,"San Francisco, CA",pizza restaurants,2026-01-28T17:43:27.458238,San Francisco,CA,False,Medium,True,True,True,False,True,restaurants,75,"{'Competitor Platform': 25, 'Review Volume': 15, 'Urban Location': 15, 'High Rating': 10, 'Affordable Price': 10}",High,2026-02-04,0.25
